"","chromosome","source","type","start","end","score","strand","phase","gene_symbol","gene_ensID","length","entrezid"
"1335555","19","ensembl_havana","gene",49739753,49763330,".","-",".","TSKS","ENSG00000126467",23578,"60385"
"1335608","19","ensembl_havana","gene",49766968,49807113,".","+",".","AP2A1","ENSG00000196961",40146,"160"
"1335788","19","ensembl_havana","gene",49806869,49817376,".","-",".","FUZ","ENSG00000010361",10508,"80199"
"1336060","19","ensembl_havana","gene",49818279,49838816,".","+",".","MED25","ENSG00000104973",20538,"81857"
"1336308","19","havana","gene",49838639,49851676,".","-",".","PTOV1-AS1","ENSG00000268006",13038,"100506033"
"1336320","19","ensembl_havana","gene",49850735,49860744,".","+",".","PTOV1","ENSG00000104960",10010,"53635"
"1336655","19","ensembl_havana","gene",49859882,49878351,".","-",".","PNKP","ENSG00000039650",18470,"11284"
"1337100","19","ensembl_havana","gene",49869033,49878459,".","-",".","AKT1S1","ENSG00000204673",9427,"84335"
"1337202","19","ensembl_havana","gene",49877425,49888749,".","+",".","TBC1D17","ENSG00000104946",11325,"79735"
"1337421","19","ensembl_havana","gene",49889654,49929539,".","-",".","IL4I1","ENSG00000104951",39886,"259307"
"1337570","19","ensembl_havana","gene",49906825,49929763,".","-",".","NUP62","ENSG00000213024",22939,"23636"
"1337740","19","ensembl_havana","gene",49928702,49933935,".","+",".","ATF5","ENSG00000169136",5234,"22809"
"1337796","19","ensembl_havana","gene",49948985,49961172,".","-",".","SIGLEC11","ENSG00000161640",12188,"114132"
"1337856","19","havana","gene",49969673,49975814,".","+",".","SIGLEC16","ENSG00000161643",6142,"400709"
"1337877","19","ensembl_havana","gene",49976467,50025946,".","-",".","VRK3","ENSG00000105053",49480,"51231"
"1338326","19","ensembl_havana","gene",50025714,50053414,".","+",".","ZNF473","ENSG00000142528",27701,"25888"
"1338443","19","havana","gene",50050589,50066793,".","+",".","FLJ26850","ENSG00000204666",16205,"400710"
"1338460","19","ensembl_havana","gene",50152548,50163195,".","-",".","IZUMO2","ENSG00000161652",10648,"126123"
"1338525","19","ensembl_havana","gene",50188186,50310545,".","+",".","MYH14","ENSG00000105357",122360,"79784"
"1339147","19","ensembl_havana","gene",50311937,50333515,".","-",".","KCNC3","ENSG00000131398",21579,"3748"
"1339210","19","ensembl_havana","gene",50329653,50382982,".","+",".","NR1H2","ENSG00000131408",53330,"7376"
"1339420","19","havana","gene",50333796,50344767,".","-",".","NAPSB","ENSG00000131401",10972,"256236"
"1339467","19","ensembl_havana","gene",50358477,50365830,".","-",".","NAPSA","ENSG00000131400",7354,"9476"
"1339545","19","ensembl_havana","gene",50384204,50418018,".","+",".","POLD1","ENSG00000062822",33815,"5424"
"1339956","19","ensembl_havana","gene",50418938,50431313,".","+",".","SPIB","ENSG00000269404",12376,"6689"
"1340052","19","ensembl_havana","gene",50432903,50466321,".","+",".","MYBPC2","ENSG00000086967",33419,"4606"
"1340120","19","ensembl_havana","gene",50466785,50476753,".","-",".","FAM71E1","ENSG00000142530",9969,"112703"
"1340189","19","ensembl_havana","gene",50476400,50490870,".","+",".","EMC10","ENSG00000161671",14471,"284361"
"1340310","19","ensembl_havana","gene",50505998,50511353,".","-",".","JOSD2","ENSG00000161677",5356,"126119"
"1340372","19","ensembl_havana","gene",50511600,50514690,".","-",".","ASPDH","ENSG00000204653",3091,"554235"
"1340439","19","ensembl_havana","gene",50516892,50568045,".","-",".","LRRC4B","ENSG00000131409",51154,"94030"
"1340492","19","ensembl_havana","gene",50621307,50639827,".","-",".","SYT3","ENSG00000213023",18521,"84258"
"1340590","19","ensembl_havana","gene",50649445,50659310,".","+",".","C19orf81","ENSG00000235034",9866,"342918"
"1340625","19","ensembl_havana","gene",50661827,50719450,".","-",".","SHANK1","ENSG00000161681",57624,"50944"
"1340852","19","ensembl_havana","gene",50723329,50725718,".","+",".","CLEC11A","ENSG00000105472",2390,"6320"
"1340908","19","ensembl_havana","gene",50770464,50771732,".","+",".","GPR32","ENSG00000142511",1269,"2854"
"1340914","19","havana","gene",50776141,50793142,".","-",".","CTD-2568A17.1","ENSG00000261341",17002,"105372440"
"1340948","19","ensembl_havana","gene",50790415,50795224,".","+",".","ACPT","ENSG00000142513",4810,"93650"
"1340979","19","ensembl_havana","gene",50797704,50804929,".","-",".","C19orf48","ENSG00000167747",7226,"84798"
"1341137","19","ensembl_havana","gene",50819148,50823787,".","-",".","KLK1","ENSG00000167748",4640,"3816"
"1341178","19","ensembl_havana","gene",50825289,50837213,".","-",".","KLK15","ENSG00000174562",11925,"55554"
"1341248","19","havana","gene",50830530,50851089,".","+",".","AC011523.2","ENSG00000267968",20560,"105372441"
"1341257","19","ensembl_havana","gene",50854915,50860764,".","+",".","KLK3","ENSG00000142515",5850,"354"
"1341430","19","ensembl_havana","gene",50861568,50880567,".","+",".","KLK2","ENSG00000167751",19000,"3817"
"1341608","19","havana","gene",50882096,50896398,".","-",".","KLKP1","ENSG00000197588",14303,"606293"
"1341621","19","ensembl_havana","gene",50906352,50910738,".","-",".","KLK4","ENSG00000167749",4387,"9622"
"1341695","19","ensembl_havana","gene",50943303,50953093,".","-",".","KLK5","ENSG00000167754",9791,"25818"
"1341771","19","ensembl_havana","gene",50958631,50969673,".","-",".","KLK6","ENSG00000167755",11043,"5653"
"1341893","19","ensembl_havana","gene",50976482,50984099,".","-",".","KLK7","ENSG00000169035",7618,"5650"
"1341963","19","ensembl_havana","gene",50996007,51002711,".","-",".","KLK8","ENSG00000129455",6705,"11202"
"1342100","19","ensembl_havana","gene",51003111,51009634,".","-",".","KLK9","ENSG00000213022",6524,"284366"
"1342126","19","ensembl_havana","gene",51012739,51020175,".","-",".","KLK10","ENSG00000129451",7437,"5655"
"1342209","19","ensembl_havana","gene",51022216,51028039,".","-",".","KLK11","ENSG00000167757",5824,"11012"
"1342337","19","ensembl_havana","gene",51029092,51035230,".","-",".","KLK12","ENSG00000186474",6139,"43849"
"1342449","19","ensembl_havana","gene",51056206,51065114,".","-",".","KLK13","ENSG00000167759",8909,"26085"
"1342562","19","ensembl_havana","gene",51077495,51084245,".","-",".","KLK14","ENSG00000129437",6751,"43847"
"1342600","19","ensembl_havana","gene",51097606,51108370,".","-",".","CTU1","ENSG00000142544",10765,"90353"
"1342630","19","ensembl_havana","gene",51124908,51136651,".","+",".","SIGLEC9","ENSG00000129450",11744,"27180"
"1342680","19","ensembl_havana","gene",51142299,51153526,".","+",".","SIGLEC7","ENSG00000168995",11228,"27036"
"1342741","19","havana","gene",51152923,51181966,".","-",".","CTD-3187F8.14","ENSG00000269072",29044,"101928517"
"1342751","19","havana","gene",51167328,51173524,".","+",".","SIGLEC17P","ENSG00000171101",6197,"284367"
"1342817","19","ensembl_havana","gene",51225064,51243860,".","+",".","CD33","ENSG00000105383",18797,"945"
"1342897","19","ensembl_havana","gene",51246348,51269330,".","+",".","SIGLECL1","ENSG00000179213",22983,"284369"
"1343004","19","ensembl_havana","gene",51311848,51330354,".","+",".","IGLON5","ENSG00000142549",18507,"402665"
"1343029","19","ensembl_havana","gene",51331536,51342124,".","-",".","VSIG10L","ENSG00000186806",10589,"147645"
"1343098","19","ensembl_havana","gene",51345169,51366418,".","-",".","ETFB","ENSG00000105379",21250,"2109"
"1343166","19","ensembl_havana","gene",51367098,51369003,".","-",".","CLDND2","ENSG00000160318",1906,"125875"
"1343201","19","ensembl_havana","gene",51371606,51372715,".","-",".","NKG7","ENSG00000105374",1110,"4818"
"1343249","19","ensembl_havana","gene",51379909,51387960,".","-",".","LIM2","ENSG00000105370",8052,"3982"
"1343276","19","ensembl_havana","gene",51388289,51390574,".","-",".","C19orf84","ENSG00000262874",2286,"147646"
"1343302","19","ensembl_havana","gene",51410021,51417803,".","-",".","SIGLEC10","ENSG00000142512",7783,"89790"
"1343498","19","ensembl_havana","gene",51415724,51417425,".","+",".","CTD-2616J11.2","ENSG00000255441",1702,"100129083"
"1343515","19","ensembl_havana","gene",51450847,51458456,".","-",".","SIGLEC8","ENSG00000105366",7610,"27181"
"1343571","19","ensembl_havana","gene",51478622,51490952,".","+",".","CEACAM18","ENSG00000213822",12331,"729767"
"1343587","19","ensembl_havana","gene",51491357,51501789,".","-",".","SIGLEC12","ENSG00000254521",10433,"89858"
"1343648","19","ensembl_havana","gene",51519525,51531856,".","-",".","SIGLEC6","ENSG00000105492",12332,"946"
"1343782","19","ensembl_havana","gene",51571298,51592508,".","+",".","ZNF175","ENSG00000105497",21211,"7728"
"1343850","19","havana","gene",51611927,51645545,".","-",".","SIGLEC5","ENSG00000105501",33619,"8778"
"1343924","19","ensembl_havana","gene",51642553,51646801,".","-",".","SIGLEC14","ENSG00000254415",4249,"100049587"
"1343966","19","havana","gene",51693340,51712387,".","+",".","SPACA6","ENSG00000182310",19048,"147650"
"1344058","19","ensembl_havana","gene",51713112,51723994,".","-",".","HAS1","ENSG00000105509",10883,"3036"
"1344128","19","ensembl_havana","gene",51745172,51804110,".","-",".","FPR1","ENSG00000171051",58939,"2357"
"1344159","19","ensembl_havana","gene",51752026,51770526,".","+",".","FPR2","ENSG00000171049",18501,"2358"
"1344208","19","ensembl_havana","gene",51795163,51826189,".","+",".","FPR3","ENSG00000187474",31027,"2359"
"1344234","19","ensembl","gene",51871302,51887976,".","-",".","ZNF577","ENSG00000161551",16675,"84765"
"1344266","19","havana","gene",51888025,51900463,".","+",".","ZNF649-AS1","ENSG00000268095",12439,"101928571"
"1344272","19","ensembl_havana","gene",51889224,51905040,".","-",".","ZNF649","ENSG00000198093",15817,"65251"
"1344345","19","havana","gene",51927147,51948759,".","+",".","ZNF613","ENSG00000176024",21613,"79898"
"1344417","19","havana","gene",51949134,51981367,".","+",".","ZNF350-AS1","ENSG00000269235",32234,"101669766"
"1344426","19","ensembl_havana","gene",51964343,51986856,".","-",".","ZNF350","ENSG00000256683",22514,"59348"
"1344501","19","ensembl_havana","gene",51991332,52008230,".","-",".","ZNF615","ENSG00000197619",16899,"284370"
"1344692","19","ensembl_havana","gene",52012765,52030240,".","-",".","ZNF614","ENSG00000142556",17476,"80110"
"1344750","19","ensembl_havana","gene",52031379,52095738,".","-",".","ZNF432","ENSG00000256087",64360,"9668"
"1344830","19","ensembl_havana","gene",52064466,52095765,".","-",".","ZNF841","ENSG00000197608",31300,"284371"
"1344906","19","ensembl_havana","gene",52113091,52139922,".","-",".","ZNF616","ENSG00000204611",26832,"90317"
"1344987","19","ensembl_havana","gene",52153864,52171643,".","-",".","ZNF836","ENSG00000196267",17780,"162962"
"1345050","19","ensembl_havana","gene",52190039,52229533,".","+",".","PPP2R1A","ENSG00000105568",39495,"5518"
"1345221","19","ensembl_havana","gene",52269571,52296046,".","+",".","ZNF766","ENSG00000196214",26476,"90321"
"1345326","19","ensembl_havana","gene",52297177,52325922,".","+",".","ZNF480","ENSG00000198464",28746,"147657"
"1345410","19","ensembl_havana","gene",52336245,52367778,".","+",".","ZNF610","ENSG00000167554",31534,"162963"
"1345512","19","ensembl_havana","gene",52369917,52385795,".","+",".","ZNF880","ENSG00000221923",15879,"400713"
"1345593","19","ensembl_havana","gene",52397849,52418412,".","+",".","ZNF528","ENSG00000167555",20564,"84436"
"1345730","19","ensembl_havana","gene",52429187,52452315,".","+",".","ZNF534","ENSG00000198633",23129,"147658"
"1345791","19","ensembl_havana","gene",52453576,52512154,".","+",".","ZNF578","ENSG00000258405",58579,"147660"
"1345845","19","ensembl_havana","gene",52527652,52564464,".","+",".","ZNF808","ENSG00000198482",36813,"388558"
"1345923","19","ensembl_havana","gene",52555822,52587174,".","+",".","ZNF701","ENSG00000167562",31353,"55762"
"1346011","19","ensembl_havana","gene",52594060,52690496,".","-",".","ZNF83","ENSG00000167766",96437,"55769"
"1346223","19","ensembl_havana","gene",52702813,52735073,".","-",".","ZNF611","ENSG00000213020",32261,"81856"
"1346443","19","ensembl_havana","gene",52764195,52786791,".","-",".","ZNF600","ENSG00000189190",22597,"162966"
"1346470","19","ensembl_havana","gene",52797409,52857600,".","-",".","ZNF28","ENSG00000198538",60192,"7576"
"1346547","19","ensembl_havana","gene",52838008,52857649,".","-",".","ZNF468","ENSG00000204604",19642,"90333"
"1346632","19","ensembl_havana","gene",52863790,52897693,".","-",".","ZNF320","ENSG00000182986",33904,"162967"
"1346789","19","havana","gene",52927135,52942601,".","-",".","ZNF321P","ENSG00000213801",15467,"399669"
"1346795","19","ensembl_havana","gene",52928475,52962823,".","-",".","ZNF816-ZNF321P","ENSG00000221874",34349,"100529240"
"1346812","19","havana","gene",52949379,52962911,".","-",".","ZNF816","ENSG00000180257",13533,"125893"
"1346908","19","havana","gene",52968251,53037898,".","-",".","ZNF702P","ENSG00000242779",69648,"79986"
"1346972","19","ensembl_havana","gene",53013921,53016122,".","+",".","ERVV-1","ENSG00000269526",2202,"147664"
"1346981","19","ensembl_havana","gene",53044738,53051076,".","+",".","ERVV-2","ENSG00000268964",6339,"100271846"
"1346995","19","ensembl_havana","gene",53066606,53103436,".","-",".","ZNF160","ENSG00000170949",36831,"90338"
"1347147","19","ensembl_havana","gene",53107879,53133077,".","-",".","ZNF415","ENSG00000170954",25199,"55786"
"1347417","19","ensembl_havana","gene",53124072,53159075,".","-",".","ZNF347","ENSG00000197937",35004,"84671"
"1347511","19","ensembl_havana","gene",53159213,53193386,".","-",".","ZNF665","ENSG00000197497",34174,"79788"
"1347579","19","ensembl_havana","gene",53235381,53254898,".","-",".","ZNF677","ENSG00000197928",19518,"342926"
"1347692","19","ensembl_havana","gene",53258292,53261837,".","+",".","VN1R2","ENSG00000196131",3546,"317701"
"1347701","19","ensembl_havana","gene",53266676,53267723,".","-",".","VN1R4","ENSG00000228567",1048,"317703"
"1347713","19","havana","gene",53281559,53284944,".","+",".","FAM90A27P","ENSG00000189348",3386,"646508"
"1347723","19","ensembl_havana","gene",53289601,53291626,".","-",".","BIRC8","ENSG00000163098",2026,"112401"
"1347750","19","ensembl_havana","gene",53330675,53392217,".","+",".","ZNF525","ENSG00000203326",61543,"170958"
"1347823","19","ensembl_havana","gene",53333749,53354869,".","+",".","ZNF845","ENSG00000213799",21121,"91664"
"1347865","19","ensembl_havana","gene",53389793,53430413,".","+",".","ZNF765","ENSG00000196417",40621,"91661"
"1347959","19","havana","gene",53431984,53444670,".","+",".","TPM3P9","ENSG00000241015",12687,"147804"
"1347965","19","ensembl_havana","gene",53431993,53458261,".","+",".","ZNF761","ENSG00000160336",26269,"388561"
"1348025","19","ensembl_havana","gene",53467735,53496255,".","+",".","ZNF813","ENSG00000198346",28521,"126017"
"1348080","19","ensembl_havana","gene",53520981,53580269,".","+",".","ZNF331","ENSG00000130844",59289,"55422"
"1348354","19","havana","gene",53599628,53608451,".","-",".","CTB-167G5.6","ENSG00000268864",8824,"284379"
"1348376","19","ensembl_havana","gene",53632056,53637009,".","+",".","DPRX","ENSG00000204595",4954,"503834"
"1348585","19","ensembl_havana","gene",53793603,53824394,".","-",".","NLRP12","ENSG00000142405",30792,"91662"
"1348712","19","ensembl_havana","gene",53866223,53876437,".","+",".","MYADM","ENSG00000179820",10215,"91663"
"1348799","19","ensembl_havana","gene",53879190,53907652,".","+",".","PRKCG","ENSG00000126583",28463,"5582"
"1348896","19","ensembl_havana","gene",53909335,53943941,".","+",".","CACNG7","ENSG00000105605",34607,"59284"
"1348951","19","ensembl_havana","gene",53963040,53990215,".","+",".","CACNG8","ENSG00000142408",27176,"59283"
"1348992","19","ensembl_havana","gene",53992288,54012669,".","+",".","CACNG6","ENSG00000130433",20382,"59285"
"1349023","19","ensembl_havana","gene",54040825,54063953,".","-",".","VSTM1","ENSG00000189068",23129,"284415"
"1349124","19","ensembl_havana","gene",54069895,54081365,".","-",".","TARM1","ENSG00000248385",11471,"441864"
"1349151","19","ensembl_havana","gene",54094668,54102692,".","-",".","OSCAR","ENSG00000170909",8025,"126014"
"1349296","19","ensembl_havana","gene",54102728,54109257,".","+",".","NDUFA3","ENSG00000170906",6530,"4696"
"1349437","19","ensembl_havana","gene",54107013,54115675,".","-",".","TFPT","ENSG00000105619",8663,"29844"
"1349502","19","ensembl_havana","gene",54115410,54131719,".","+",".","PRPF31","ENSG00000105618",16310,"26121"
"1349688","19","ensembl_havana","gene",54137728,54155681,".","+",".","CNOT3","ENSG00000088038",17954,"4849"
"1349904","19","ensembl_havana","gene",54155161,54159882,".","-",".","LENG1","ENSG00000105617",4722,"79165"
"1349921","19","ensembl_havana","gene",54160108,54173250,".","-",".","TMC4","ENSG00000167608",13143,"147798"
"1350044","19","ensembl_havana","gene",54173412,54189882,".","-",".","MBOAT7","ENSG00000125505",16471,"79143"
"1350205","19","ensembl_havana","gene",54189938,54194536,".","+",".","TSEN34","ENSG00000170892",4599,"79042"
"1350300","19","ensembl_havana","gene",54200742,54249003,".","+",".","RPS9","ENSG00000170889",48262,"6203"
"1350446","19","ensembl_havana","gene",54216278,54223506,".","-",".","LILRB3","ENSG00000204577",7229,"11025"
"1350607","19","ensembl_havana","gene",54236592,54242791,".","-",".","LILRA6","ENSG00000244482",6200,"79168"
"1350675","19","ensembl_havana","gene",54249431,54257301,".","-",".","LILRB5","ENSG00000105609",7871,"10990"
"1350785","19","ensembl_havana","gene",54273821,54281184,".","-",".","LILRB2","ENSG00000131042",7364,"10288"
"1350990","19","ensembl_havana","gene",54307070,54313139,".","-",".","LILRA5","ENSG00000187116",6070,"353514"
"1351059","19","ensembl_havana","gene",54333185,54339150,".","-",".","LILRA4","ENSG00000239961",5966,"23547"
